ID	age	sex	n_babies	site	year	pop_size	weight
338	1	f	0	3	2012	132	4.55759057435981
341	2	f	0	3	2012	132	4.65983170605071
345	11	f	2	1	2012	132	10.9292732152712
347	4	f	1	2	2012	132	5.189870459119269
357	7	m	2	1	2012	132	7.17449228288158
358	4	f	1	2	2012	132	5.216964777486596
360	3	m	1	2	2012	132	5.760248393224764
361	5	f	0	1	2012	132	6.112366067802476
369	5	f	0	3	2012	132	NA
370	0	m	0	2	2012	132	3.9857413252175333
378	6	f	2	1	2012	132	6.994082031576182
379	2	m	0	1	2012	132	3.4719873490004862
382	0	m	2	2	2012	132	1.9685703752471089
383	6	m	0	2	2012	132	6.659076945020872
389	10	m	2	3	2012	132	9.141885631866078
392	4	m	1	3	2012	132	5.263632270021813
394	3	f	2	1	2012	132	4.899976816847532
404	10	m	2	2	2012	132	8.846089961063656
413	6	f	1	2	2012	132	NA
414	1	m	0	2	2012	132	3.7968258339952805
415	2	m	1	3	2012	132	4.317116424442211
417	3	m	0	3	2012	132	5.122148913678287
426	4	f	2	3	2012	132	6.237483630049855
436	1	m	2	2	2012	132	4.018185893211416
437	9	m	0	3	2012	132	6.675017442556828
444	0	f	0	3	2012	132	4.09184744978907
445	2	m	1	1	2012	132	4.121269733228378
452	7	f	0	2	2012	132	7.037360485819273
456	0	m	1	3	2012	132	3.826860180754773
461	10	f	1	3	2012	132	9.554167664198532
466	11	m	2	2	2012	132	NA
468	9	m	0	1	2012	132	8.223760490726074
472	1	f	1	2	2012	132	5.108799721538657
481	6	m	1	1	2012	132	6.023896246493599
482	2	f	1	3	2012	132	3.272880200192134
485	0	m	2	1	2012	132	2.757511337705553
487	9	f	1	2	2012	132	8.525624546531045
489	9	m	2	3	2012	132	7.856957973642644
490	10	m	1	1	2012	132	NA
494	1	f	1	3	2012	132	NA
497	2	f	2	3	2012	132	4.708686496562102
501	6	f	0	3	2012	132	6.896759748261752
502	12	f	0	3	2012	132	10.044157622802746
519	10	m	0	2	2012	132	8.163652032268779
525	4	m	2	3	2012	132	5.0745608486097815
530	1	f	2	2	2012	132	4.548257642228372
531	11	m	2	1	2012	132	8.041718703592803
533	9	f	0	2	2012	132	7.768807538255208
534	2	m	0	2	2012	132	3.7533481914190236
536	10	f	0	3	2012	132	7.942956216525906
537	9	f	1	2	2012	132	NA
544	5	m	2	3	2012	132	NA
547	1	m	0	3	2012	132	2.274654539469713
555	4	m	2	1	2012	132	4.3888021443577925
556	7	m	0	3	2012	132	8.396084483237313
558	10	f	0	2	2012	132	9.823080118068003
560	4	m	2	2	2012	132	NA
573	6	f	0	2	2012	132	6.358162921838332
578	7	f	2	2	2012	132	7.79777646722227
583	5	f	2	2	2012	132	6.367413571751984
585	10	m	2	2	2012	132	8.512512770472922
587	13	m	1	3	2012	132	10.663828164997202
588	7	m	1	1	2012	132	NA
589	1	m	0	2	2012	132	2.225698699100803
593	4	m	0	1	2012	132	5.451050159589414
594	11	m	0	2	2012	132	7.872185900947227
600	0	m	0	2	2012	132	2.7850059642618903
610	3	f	0	2	2012	132	5.452419555239784
611	2	m	0	3	2012	132	3.1221412320252893
613	5	m	2	2	2012	132	4.354927970675557
618	15	m	1	2	2012	132	11.295935556785626
625	2	f	2	1	2012	132	4.946715170823572
627	7	m	1	3	2012	132	6.866120713027372
644	0	f	1	3	2012	132	3.8480897705976584
650	11	m	2	3	2012	132	9.252028906724458
654	4	f	2	1	2012	132	5.08304890146216
659	6	f	1	2	2012	132	7.759479255154501
670	8	f	2	1	2012	132	NA
672	14	f	2	2	2012	132	NA
675	6	f	2	3	2012	132	6.619570108391668
685	0	f	2	2	2012	132	3.520518178054306
687	12	m	0	3	2012	132	9.316883792831366
688	12	m	1	2	2012	132	10.007526964454524
697	1	f	0	1	2012	132	3.099279707419021
700	2	f	2	2	2012	132	4.669826486163249
701	0	f	1	2	2012	132	4.1425995708529415
715	7	m	1	1	2012	132	7.2935117752197005
723	5	m	1	3	2012	132	4.445592203551016
724	1	m	2	3	2012	132	3.4809179066798808
727	1	m	0	2	2012	132	3.3288697660836526
728	2	m	2	1	2012	132	3.146690646810848
731	4	m	2	2	2012	132	3.250913484828308
734	14	m	1	1	2012	132	NA
750	15	m	2	3	2012	132	11.293847520828054
763	8	f	2	1	2012	132	9.29745383996785
765	5	m	0	1	2012	132	5.5309691562089744
769	4	m	0	2	2012	132	3.9676074510996946
771	1	m	0	1	2012	132	NA
773	15	f	2	3	2012	132	12.01305696688323
776	6	f	2	3	2012	132	6.383752307796171
777	0	f	0	2	2012	132	3.4885545566845857
783	1	m	2	1	2012	132	NA
784	13	f	0	2	2012	132	11.7349065164582
786	16	m	0	2	2012	132	10.94397972758866
789	1	m	1	1	2012	132	3.297369737466294
791	6	m	1	1	2012	132	5.657461773959489
793	4	m	0	3	2012	132	NA
801	13	m	0	3	2012	132	9.353582308220867
807	15	m	1	3	2012	132	12.25873044656303
821	13	f	2	2	2012	132	11.471279697399215
823	0	m	2	2	2012	132	2.865685740915309
825	6	m	0	3	2012	132	6.292276834906878
827	2	m	1	1	2012	132	3.818742372281947
829	10	m	0	3	2012	132	NA
831	4	m	1	2	2012	132	5.114223282179158
841	1	m	1	3	2012	132	1.8287644480284957
844	2	m	1	1	2012	132	3.1427673705899766
858	4	m	2	2	2012	132	NA
860	5	m	0	1	2012	132	4.487112148375354
862	1	f	1	1	2012	132	3.513186478157783
863	5	m	0	1	2012	132	NA
865	4	f	2	3	2012	132	5.498780542794772
872	8	m	1	1	2012	132	7.2724059018849685
884	13	f	0	1	2012	132	11.9012074470651
888	8	f	2	2	2012	132	8.951795381165487
893	11	m	0	3	2012	132	8.795259049819668
896	1	f	0	3	2012	132	3.4607799271584474
3	0	f	1	2	2013	155	4.870236815619281
4	7	f	2	2	2013	155	7.752834253762355
5	2	m	0	1	2013	155	NA
13	0	m	1	1	2013	155	3.9194073431299454
17	2	f	1	1	2013	155	5.81889719874258
19	1	f	0	1	2013	155	4.354987316313669
21	9	m	1	1	2013	155	8.217595603487682
22	4	m	2	3	2013	155	4.871119929875796
26	0	m	0	2	2013	155	2.6410064893251466
36	4	f	0	1	2013	155	7.646391112728398
39	8	f	2	1	2013	155	8.892491622897689
40	0	m	0	3	2013	155	3.185760742927061
50	1	m	0	1	2013	155	3.1609954323515987
52	0	m	2	1	2013	155	2.5302016223838586
54	12	f	2	2	2013	155	10.651030661953989
55	10	f	2	3	2013	155	10.054529154003628
57	3	f	0	2	2013	155	4.956395480583662
58	5	f	2	3	2013	155	NA
61	11	f	2	2	2013	155	11.040283861566165
65	13	f	2	2	2013	155	11.351736442479949
70	3	f	2	1	2013	155	6.0232812239749265
84	9	f	0	3	2013	155	9.053149744906731
86	6	f	1	3	2013	155	6.556921906025374
106	10	f	2	1	2013	155	9.02087060853404
114	9	m	1	2	2013	155	7.54998352436403
124	9	m	0	2	2013	155	7.564293980857318
131	9	m	2	3	2013	155	NA
133	5	m	2	1	2013	155	3.8492675383193524
141	1	f	2	1	2013	155	5.167860358326706
142	2	f	2	2	2013	155	5.038061732576844
147	0	f	2	1	2013	155	4.826926588969967
148	13	f	0	2	2013	155	10.126500349598007
150	11	m	0	3	2013	155	8.808515626073543
151	6	m	2	1	2013	155	6.572745132874833
156	5	f	1	1	2013	155	6.063191384073868
161	0	m	1	3	2013	155	1.4679447683078393
164	7	f	0	1	2013	155	NA
171	11	f	0	1	2013	155	11.138692613600107
175	4	f	2	1	2013	155	6.216723997979069
192	3	f	2	3	2013	155	6.257842304311971
195	1	f	2	2	2013	155	3.723566028977421
202	15	m	0	2	2013	155	NA
207	3	f	0	2	2013	155	5.723770361225369
216	6	m	0	3	2013	155	4.8182833857514265
217	2	f	0	3	2013	155	5.178237126430915
218	10	f	2	1	2013	155	10.90964654620091
219	2	m	1	1	2013	155	2.471137273738598
220	4	f	2	1	2013	155	8.692191246356273
221	7	f	2	1	2013	155	7.939249704850216
222	7	f	0	2	2013	155	7.036060621669183
224	12	m	0	1	2013	155	9.427014071553012
226	0	f	0	2	2013	155	4.29174386655426
227	0	m	1	2	2013	155	NA
231	6	f	2	1	2013	155	8.511177828909418
237	4	m	1	1	2013	155	4.409616628961863
239	1	m	0	2	2013	155	4.067786646363751
240	1	f	0	2	2013	155	4.362040389416558
241	7	m	0	3	2013	155	6.06167173594668
242	1	f	2	3	2013	155	4.630506165029828
244	6	f	2	2	2013	155	7.508716280229651
248	3	f	1	3	2013	155	4.612991261965126
257	5	m	0	3	2013	155	5.135733190657499
263	8	m	0	1	2013	155	7.131841831867618
274	0	m	2	3	2013	155	4.144850288293648
275	4	m	1	1	2013	155	4.1595447402811105
276	4	m	1	3	2013	155	5.792047208183954
282	0	f	1	2	2013	155	5.729716486927663
284	3	m	1	1	2013	155	4.440993265777156
291	7	f	2	1	2013	155	6.439942452402865
294	1	m	0	1	2013	155	2.774136836798374
296	7	f	2	1	2013	155	NA
300	2	f	2	1	2013	155	5.532433923096596
304	9	f	2	2	2013	155	9.101746469283668
306	15	f	0	2	2013	155	11.325349947740149
308	13	f	2	1	2013	155	10.806543236326231
320	13	f	1	1	2013	155	NA
329	4	f	2	3	2013	155	5.724173116825555
333	1	f	1	2	2013	155	3.2739975302198916
338	2	f	2	3	2013	155	5.174741122273658
341	3	f	2	3	2013	155	NA
347	5	f	2	2	2013	155	6.835186404210459
358	5	f	0	2	2013	155	6.306256316515543
360	4	m	0	2	2013	155	5.843729645500992
361	6	f	2	1	2013	155	7.634613994271867
369	6	f	1	3	2013	155	NA
370	1	m	0	2	2013	155	4.624899235147754
378	7	f	2	1	2013	155	7.073123053169991
379	3	m	1	1	2013	155	3.9611677757672163
382	1	m	2	2	2013	155	2.242218630638093
383	7	m	0	2	2013	155	7.469067178377372
389	11	m	2	3	2013	155	9.656806243287054
392	5	m	2	3	2013	155	NA
394	4	f	0	1	2013	155	6.063749493952425
398	0	f	0	1	2013	155	4.381483298000585
404	11	m	0	2	2013	155	NA
413	7	f	1	2	2013	155	7.656999201839656
414	2	m	1	2	2013	155	4.317195584212157
415	3	m	1	3	2013	155	4.254293549251546
417	4	m	2	3	2013	155	4.8061340697864985
426	5	f	2	3	2013	155	7.249329266574138
436	2	m	0	2	2013	155	4.6396594529562245
437	10	m	2	3	2013	155	8.586840216824957
444	1	f	0	3	2013	155	6.052062228036303
445	3	m	1	1	2013	155	4.35223135818774
452	8	f	2	2	2013	155	8.685447616666773
456	1	m	0	3	2013	155	4.8745470553265795
461	11	f	2	3	2013	155	10.011130753752877
468	10	m	1	1	2013	155	8.286471731084957
472	2	f	2	2	2013	155	5.838534923064548
481	7	m	2	1	2013	155	7.073151945501993
482	3	f	0	3	2013	155	5.488869195874246
485	1	m	0	1	2013	155	4.710544568848039
487	10	f	0	2	2013	155	9.714883159044874
489	10	m	0	3	2013	155	8.4192146042493885
490	11	m	2	1	2013	155	9.639796822109767
494	2	f	0	3	2013	155	5.752496105821114
497	3	f	1	3	2013	155	6.181905648559563
501	7	f	1	3	2013	155	7.079412045197233
502	13	f	2	3	2013	155	NA
506	0	m	1	2	2013	155	3.087987984874068
519	11	m	0	2	2013	155	10.165393910802642
525	5	m	0	3	2013	155	6.622447213881821
530	2	f	0	2	2013	155	5.700596910366216
531	12	m	0	1	2013	155	8.676722228939004
533	10	f	0	2	2013	155	9.395733764457946
534	3	m	0	2	2013	155	NA
536	11	f	2	3	2013	155	9.53122799520077
537	10	f	1	2	2013	155	10.93262868785053
544	6	m	2	3	2013	155	6.240541879055079
547	2	m	0	3	2013	155	3.611155614734395
555	5	m	1	1	2013	155	5.886424794249821
556	8	m	0	3	2013	155	8.533384070871671
558	11	f	1	2	2013	155	10.578589947044573
560	5	m	1	2	2013	155	4.823709089170547
573	7	f	2	2	2013	155	7.0396726727537
578	8	f	0	2	2013	155	NA
583	6	f	2	2	2013	155	6.5930194860863836
585	11	m	0	2	2013	155	NA
587	14	m	2	3	2013	155	11.25596863023328
588	8	m	0	1	2013	155	6.14455529050537
589	2	m	1	2	2013	155	2.2963989514173275
593	5	m	2	1	2013	155	5.2105468256703835
594	12	m	0	2	2013	155	9.15485971642146
600	1	m	2	2	2013	155	3.550123881570498
602	0	m	2	2	2013	155	2.5446239538007243
610	4	f	1	2	2013	155	5.811613079671285
611	3	m	0	3	2013	155	3.9305873058946355
613	6	m	2	2	2013	155	5.8361795713925115
625	3	f	2	1	2013	155	5.626935789799038
627	8	m	1	3	2013	155	7.038171708251248
644	1	f	1	3	2013	155	3.949002912988816
650	12	m	0	3	2013	155	9.918154412161318
654	5	f	0	1	2013	155	6.477522461986802
659	7	f	2	2	2013	155	8.841409517731515
662	0	f	0	1	2013	155	4.044951100378046
670	9	f	2	1	2013	155	8.826841719648058
675	7	f	2	3	2013	155	8.231909426187016
685	1	f	1	2	2013	155	4.403554351063329
687	13	m	1	3	2013	155	11.030230907893733
688	13	m	2	2	2013	155	10.361391025889416
697	2	f	2	1	2013	155	4.680031361398144
700	3	f	1	2	2013	155	4.653183047248327
701	1	f	1	2	2013	155	4.76911385342955
715	8	m	2	1	2013	155	7.680057165373808
723	6	m	1	3	2013	155	5.501103723171733
728	3	m	0	1	2013	155	4.607700918785409
731	5	m	1	2	2013	155	4.965828482676031
734	15	m	1	1	2013	155	11.388961816376023
742	0	f	1	2	2013	155	3.734731252292959
763	9	f	2	1	2013	155	8.679351405451056
765	6	m	2	1	2013	155	6.407512799192477
769	5	m	1	2	2013	155	4.906001261445965
771	2	m	0	1	2013	155	2.8260288289070137
776	7	f	2	3	2013	155	7.218321409170725
777	1	f	2	2	2013	155	4.074707473271758
783	2	m	2	1	2013	155	2.0866068702830676
784	14	f	1	2	2013	155	12.974256112549197
788	0	m	0	3	2013	155	2.064445265686231
789	2	m	1	1	2013	155	4.454974319942251
791	7	m	0	1	2013	155	7.016094653064683
793	5	m	1	3	2013	155	5.06985776792347
801	14	m	0	3	2013	155	10.127233833696916
807	16	m	0	3	2013	155	12.07435289702028
821	14	f	1	2	2013	155	12.756209527221545
823	1	m	2	2	2013	155	4.1035448209304795
825	7	m	2	3	2013	155	7.343693318251243
827	3	m	1	1	2013	155	4.453702301384552
831	5	m	2	2	2013	155	5.583766390332868
841	2	m	0	3	2013	155	3.402516254909687
844	3	m	0	1	2013	155	5.216554185663534
860	6	m	0	1	2013	155	5.468188764134917
862	2	f	2	1	2013	155	4.651271490747244
863	6	m	2	1	2013	155	7.582536896044363
872	9	m	0	1	2013	155	7.8025286113510335
884	14	f	0	1	2013	155	12.034789317113372
886	0	m	0	2	2013	155	2.874088334565096
888	9	f	0	2	2013	155	NA
893	12	m	1	3	2013	155	9.584701418327079
896	2	f	0	3	2013	155	NA
900	0	f	1	1	2013	155	NA
903	0	f	0	3	2013	155	5.146186016823547
4	8	f	0	2	2014	161	NA
5	3	m	2	1	2014	161	3.351825922100979
13	1	m	1	1	2014	161	5.148822124710287
17	3	f	1	1	2014	161	7.122632599744726
19	2	f	0	1	2014	161	5.03570372527159
21	10	m	2	1	2014	161	8.56300366239282
22	5	m	0	3	2014	161	NA
26	1	m	2	2	2014	161	3.752755977659075
31	0	m	0	1	2014	161	NA
36	5	f	2	1	2014	161	6.831267304907202
39	9	f	1	1	2014	161	9.362934766734105
40	1	m	1	3	2014	161	2.24619800964467
50	2	m	2	1	2014	161	3.9980301412397536
52	1	m	0	1	2014	161	4.19517544956493
54	13	f	0	2	2014	161	NA
57	4	f	1	2	2014	161	6.3704140794050135
58	6	f	1	3	2014	161	NA
61	12	f	2	2	2014	161	12.051895768171539
66	0	f	1	2	2014	161	3.081769246609252
70	4	f	2	1	2014	161	6.483240542673708
84	10	f	2	3	2014	161	10.07973114544349
86	7	f	0	3	2014	161	8.614959630481245
88	0	m	1	2	2014	161	3.4172744973576537
114	10	m	0	2	2014	161	7.867274939341028
124	10	m	2	2	2014	161	9.404169569585303
131	10	m	2	3	2014	161	9.250260615451841
133	6	m	0	1	2014	161	5.431182450087563
141	2	f	1	1	2014	161	5.539807471009264
142	3	f	0	2	2014	161	6.218591284784585
147	1	f	2	1	2014	161	5.2765776765341545
148	14	f	1	2	2014	161	11.679153390844904
150	12	m	1	3	2014	161	9.426277818448527
151	7	m	1	1	2014	161	5.715298536996432
156	6	f	2	1	2014	161	7.217180257870296
161	1	m	0	3	2014	161	2.8848941635951606
164	8	f	2	1	2014	161	8.100065292697876
171	12	f	0	1	2014	161	11.174367851902561
172	0	f	0	1	2014	161	2.954641048766952
175	5	f	1	1	2014	161	7.345584168251611
192	4	f	2	3	2014	161	5.991790728206715
195	2	f	1	2	2014	161	6.209526121047028
207	4	f	1	2	2014	161	6.8652793504587635
216	7	m	1	3	2014	161	NA
217	3	f	0	3	2014	161	5.751161657257779
218	11	f	1	1	2014	161	NA
219	3	m	1	1	2014	161	3.508022099828514
220	5	f	2	1	2014	161	8.493977893031413
221	8	f	2	1	2014	161	8.035484932285815
222	8	f	2	2	2014	161	7.742814188972831
226	1	f	2	2	2014	161	4.905274752939473
227	1	m	2	2	2014	161	NA
237	5	m	2	1	2014	161	4.914583086485961
239	2	m	1	2	2014	161	4.440144550493741
240	2	f	1	2	2014	161	5.2181847566758295
242	2	f	0	3	2014	161	5.176085136255628
248	4	f	1	3	2014	161	6.2975312435603525
257	6	m	2	3	2014	161	5.8163939215347265
263	9	m	1	1	2014	161	6.958370647791027
274	1	m	1	3	2014	161	4.327391372514156
275	5	m	0	1	2014	161	4.8212948749132
281	0	m	2	1	2014	161	NA
282	1	f	2	2	2014	161	5.57526905598904
284	4	m	1	1	2014	161	4.985733895953106
291	8	f	2	1	2014	161	8.424763789151058
294	2	m	1	1	2014	161	3.2369400271057733
296	8	f	2	1	2014	161	8.577438444003374
304	10	f	0	2	2014	161	10.595044726764433
308	14	f	2	1	2014	161	11.213222690536814
312	0	f	1	2	2014	161	4.219841973586778
313	0	f	0	3	2014	161	3.6949594721484935
329	5	f	2	3	2014	161	6.586199611187724
333	2	f	0	2	2014	161	4.299051181881976
338	3	f	2	3	2014	161	5.912627171990343
341	4	f	0	3	2014	161	6.23816692829508
347	6	f	0	2	2014	161	7.48446185851003
358	6	f	0	2	2014	161	NA
359	0	m	2	2	2014	161	1.8583850532620807
360	5	m	0	2	2014	161	6.915474901712314
361	7	f	0	1	2014	161	NA
369	7	f	1	3	2014	161	9.241494638028797
370	2	m	2	2	2014	161	5.8385666226633095
378	8	f	2	1	2014	161	8.221607398514806
379	4	m	0	1	2014	161	4.271933007106878
381	0	m	2	3	2014	161	3.368109746347913
383	8	m	2	2	2014	161	8.520630912562659
389	12	m	0	3	2014	161	10.788964842018105
394	5	f	0	1	2014	161	5.923180855428217
398	1	f	2	1	2014	161	NA
404	12	m	2	2	2014	161	10.049188466411708
413	8	f	0	2	2014	161	8.066804607225865
414	3	m	1	2	2014	161	4.519417422110823
415	4	m	1	3	2014	161	NA
417	5	m	2	3	2014	161	5.358071362460196
426	6	f	1	3	2014	161	7.984524206766066
436	3	m	0	2	2014	161	4.896773422482402
437	11	m	2	3	2014	161	7.690134020102285
444	2	f	1	3	2014	161	5.49776286233885
452	9	f	0	2	2014	161	9.211323751778478
456	2	m	1	3	2014	161	4.978076956735543
461	12	f	1	3	2014	161	12.049128670699927
472	3	f	2	2	2014	161	6.984803610937553
481	8	m	2	1	2014	161	7.170733732350352
482	4	f	1	3	2014	161	5.473012331553411
485	2	m	0	1	2014	161	4.615975280074896
487	11	f	0	2	2014	161	10.71509442690599
489	11	m	2	3	2014	161	NA
490	12	m	1	1	2014	161	10.372098606474907
494	3	f	2	3	2014	161	6.30973990687419
497	4	f	2	3	2014	161	6.582998274832533
501	8	f	2	3	2014	161	8.640296611922793
506	1	m	1	2	2014	161	3.4932964065208565
518	0	m	1	2	2014	161	1.8592939527950971
519	12	m	0	2	2014	161	9.77345880897534
520	0	m	2	3	2014	161	1.8684656684916752
522	0	m	2	1	2014	161	2.332109219836989
525	6	m	2	3	2014	161	NA
530	3	f	2	2	2014	161	NA
531	13	m	1	1	2014	161	NA
533	11	f	2	2	2014	161	10.03522634973998
534	4	m	1	2	2014	161	5.110581508232051
536	12	f	0	3	2014	161	9.79805168886239
537	11	f	2	2	2014	161	10.868469475342778
544	7	m	0	3	2014	161	NA
547	3	m	2	3	2014	161	4.690469026504291
555	6	m	2	1	2014	161	5.55912928820282
556	9	m	1	3	2014	161	9.66676376001971
558	12	f	2	2	2014	161	11.611236166564469
560	6	m	2	2	2014	161	5.768078265067011
573	8	f	0	2	2014	161	8.181957509720553
578	9	f	2	2	2014	161	9.204152239986575
583	7	f	1	2	2014	161	8.375158806469406
585	12	m	1	2	2014	161	9.537251514315425
589	3	m	2	2	2014	161	3.517291015453339
593	6	m	1	1	2014	161	6.548382820813841
594	13	m	1	2	2014	161	10.78612667172277
600	2	m	2	2	2014	161	3.6273578717286847
602	1	m	1	2	2014	161	3.689139920319602
610	5	f	1	2	2014	161	7.186653848776356
611	4	m	1	3	2014	161	3.5827227427149584
619	0	m	0	2	2014	161	2.6173824816202487
625	4	f	1	1	2014	161	5.420323402751216
627	9	m	0	3	2014	161	7.336219430610166
648	0	f	0	1	2014	161	NA
650	13	m	1	3	2014	161	10.107412929581995
654	6	f	1	1	2014	161	6.679460003922552
659	8	f	1	2	2014	161	9.267599373617292
662	1	f	0	1	2014	161	4.856726063190565
670	10	f	1	1	2014	161	9.290541188152524
675	8	f	2	3	2014	161	8.675421322253179
685	2	f	1	2	2014	161	5.077652498029708
687	14	m	1	3	2014	161	10.581230432258092
688	14	m	1	2	2014	161	10.819423211087608
697	3	f	0	1	2014	161	5.659855513180985
700	4	f	2	2	2014	161	6.136960608068421
701	2	f	2	2	2014	161	5.921717747678103
703	0	f	2	2	2014	161	4.354165281114772
715	9	m	1	1	2014	161	8.526133244739286
723	7	m	0	3	2014	161	6.457156465487086
728	4	m	0	1	2014	161	5.191374298849565
730	0	m	0	3	2014	161	2.0576421446900954
731	6	m	2	2	2014	161	5.102538892725588
734	16	m	2	1	2014	161	13.359607605305852
758	0	f	1	2	2014	161	3.4865333891748715
763	10	f	2	1	2014	161	10.427883424118749
765	7	m	1	1	2014	161	6.446813717302273
769	6	m	1	2	2014	161	5.454881216987201
771	3	m	1	1	2014	161	3.929188668440019
776	8	f	1	3	2014	161	9.003522134522571
777	2	f	0	2	2014	161	4.717443637500473
783	3	m	2	1	2014	161	NA
784	15	f	2	2	2014	161	14.060247254680107
788	1	m	0	3	2014	161	3.3014253402304097
789	3	m	1	1	2014	161	5.325315549843563
793	6	m	2	3	2014	161	6.536824981893814
795	0	m	0	3	2014	161	2.7170409574502443
821	15	f	2	2	2014	161	13.152620949096367
823	2	m	1	2	2014	161	4.376448714099611
825	8	m	2	3	2014	161	7.886067079932251
827	4	m	2	1	2014	161	4.421646970180778
831	6	m	1	2	2014	161	NA
841	3	m	1	3	2014	161	3.0426414924864025
844	4	m	0	1	2014	161	4.852501802412
860	7	m	1	1	2014	161	5.904920249109415
862	3	f	0	1	2014	161	5.22167364911141
863	7	m	2	1	2014	161	NA
871	0	f	1	3	2014	161	4.6214265324722925
872	10	m	2	1	2014	161	8.530007117198798
883	0	f	0	3	2014	161	4.568672601482315
886	1	m	0	2	2014	161	3.964323338345862
888	10	f	1	2	2014	161	10.67460897232442
893	13	m	1	3	2014	161	10.156869501902916
896	3	f	0	3	2014	161	5.365297255251318
900	1	f	0	1	2014	161	5.232184433988434
903	1	f	0	3	2014	161	NA
4	9	f	1	2	2015	154	8.860825859102489
5	4	m	0	1	2015	154	4.956287244288382
13	2	m	1	1	2015	154	4.406253601735719
15	0	f	2	2	2015	154	4.599540737002815
17	4	f	0	1	2015	154	7.728303741178415
19	3	f	1	1	2015	154	4.811817173730205
21	11	m	1	1	2015	154	NA
22	6	m	0	3	2015	154	6.351076984745025
26	2	m	1	2	2015	154	4.518307632676873
31	1	m	2	1	2015	154	1.539015440160175
33	0	m	2	1	2015	154	1.651567208364291
36	6	f	2	1	2015	154	6.394302952505225
39	10	f	1	1	2015	154	10.959897480764877
40	2	m	2	3	2015	154	3.1178641313840396
50	3	m	2	1	2015	154	NA
52	2	m	0	1	2015	154	3.1013138985844306
54	14	f	2	2	2015	154	11.485243022284461
57	5	f	2	2	2015	154	7.100044750983798
58	7	f	1	3	2015	154	7.3062509204000055
61	13	f	0	2	2015	154	11.172894793683145
66	1	f	2	2	2015	154	3.481057126222956
70	5	f	1	1	2015	154	6.263072524010549
78	0	m	1	1	2015	154	1.3549312472785506
84	11	f	0	3	2015	154	10.416364142162923
86	8	f	0	3	2015	154	8.263142794727202
88	1	m	0	2	2015	154	2.8686263680666784
96	0	f	0	3	2015	154	2.1367796956177036
114	11	m	2	2	2015	154	8.059621649020853
124	11	m	1	2	2015	154	8.657246701767614
131	11	m	1	3	2015	154	8.862930892276005
133	7	m	1	1	2015	154	6.364109760633193
141	3	f	1	1	2015	154	5.5919121079246725
142	4	f	1	2	2015	154	6.312101238732062
147	2	f	2	1	2015	154	4.310463362652704
150	13	m	1	3	2015	154	10.19946956289848
151	8	m	2	1	2015	154	7.290997315464494
156	7	f	1	1	2015	154	8.1711745323288
161	2	m	2	3	2015	154	4.002271879826553
164	9	f	2	1	2015	154	8.141008765558434
169	0	m	0	1	2015	154	4.329224389360193
172	1	f	1	1	2015	154	3.832318974860458
175	6	f	2	1	2015	154	8.25892248506678
188	0	f	0	1	2015	154	NA
192	5	f	1	3	2015	154	6.890507589826545
195	3	f	0	2	2015	154	5.501147738624215
212	0	m	1	2	2015	154	NA
216	8	m	1	3	2015	154	5.872347302746411
217	4	f	1	3	2015	154	6.400318187344144
218	12	f	1	1	2015	154	11.598808724166668
219	4	m	0	1	2015	154	4.052411060883894
220	6	f	1	1	2015	154	8.786556255247321
221	9	f	1	1	2015	154	9.018889898619383
222	9	f	2	2	2015	154	8.679310720429177
226	2	f	2	2	2015	154	5.504251721458967
227	2	m	0	2	2015	154	4.264007883124677
237	6	m	2	1	2015	154	5.401387590545906
239	3	m	1	2	2015	154	4.60150015537198
240	3	f	2	2	2015	154	5.4652901359840715
242	3	f	2	3	2015	154	5.351844062707727
248	5	f	1	3	2015	154	5.7630588404685525
257	7	m	1	3	2015	154	5.710252844335757
263	10	m	2	1	2015	154	7.715141950366907
272	0	f	2	3	2015	154	3.0611923161148886
274	2	m	2	3	2015	154	3.794150962246576
275	6	m	2	1	2015	154	5.12683090960634
281	1	m	2	1	2015	154	2.058095031053118
282	2	f	0	2	2015	154	4.39587845380299
283	0	m	2	1	2015	154	2.8501911615942346
284	5	m	0	1	2015	154	5.837082104818393
291	9	f	1	1	2015	154	8.242519227638079
296	9	f	1	1	2015	154	8.58548529639619
304	11	f	2	2	2015	154	10.86748507025423
308	15	f	2	1	2015	154	11.90238053952954
312	1	f	1	2	2015	154	2.9698955238854925
313	1	f	2	3	2015	154	NA
317	0	f	2	3	2015	154	4.605979400119134
323	0	f	2	3	2015	154	5.300878795248433
329	6	f	1	3	2015	154	7.79416024136814
333	3	f	0	2	2015	154	4.6601702455325205
338	4	f	0	3	2015	154	6.8984344192237
347	7	f	0	2	2015	154	7.823530824823527
352	0	m	1	2	2015	154	3.2099135221450648
358	7	f	1	2	2015	154	7.438080267860011
360	6	m	0	2	2015	154	6.519312595429673
361	8	f	0	1	2015	154	8.96923904034431
369	8	f	0	3	2015	154	9.42942486814285
370	3	m	2	2	2015	154	5.123229909875607
378	9	f	0	1	2015	154	8.497784416025327
379	5	m	0	1	2015	154	4.587251701573043
381	1	m	1	3	2015	154	3.193309607134445
383	9	m	2	2	2015	154	8.126991677494049
389	13	m	2	3	2015	154	10.603617409083325
394	6	f	1	1	2015	154	NA
398	2	f	0	1	2015	154	NA
404	13	m	0	2	2015	154	10.52878073435909
414	4	m	2	2	2015	154	5.346989901142759
